entry_id,source_text(原文),translation_zh(译文)
dialogue|155|12|Dialogue Text,"Andrée, the bookseller, has a quieter business than books - she sells goods forbidden by the laws of the State. Search her shop and you'll find proof.","书商安德烈,有一门比卖书更安静的生意——她贩卖邦国法令禁止的货物。搜一搜她的店,您就能找到证据。"
dialogue|155|130|Dialogue Text,[Follow Léon as far as the edge of the square... then feint sideways and make a dash for it.],[跟着莱昂走到广场边缘……然后突然向侧面虚晃一步，拔腿就跑。]
dialogue|155|131|Dialogue Text,Stop! Help! Traitors! Stop!,站住！来人！叛徒！站住！
dialogue|155|132|Dialogue Text,"[Career round a corner, arrow towards an alley...]",[猛冲过街角，直奔一条小巷……]
dialogue|155|133|Dialogue Text,Splash through a puddle - turn my ankle in a hidden hole -,踩进水洼——脚踝在一个看不见的坑里猛地一扭——
dialogue|155|136|Dialogue Text,Splash through a puddle -,踩进水洼——
dialogue|155|137|Dialogue Text,[Cry out in fury. Stagger onwards.],[愤怒地叫出声。踉跄着继续跑。]
dialogue|155|138|Dialogue Text,[Bite my lip to stay silent. Limp onwards.],[咬住嘴唇不出声。一瘸一拐继续跑。]
dialogue|155|139|Dialogue Text,"Léon cries out in exultation, but already he's panting. Hobbled as I am, I'm still faster.",莱昂兴奋地大叫，可他已经开始喘了。就算我腿脚受伤，还是比他快。
dialogue|155|13|Dialogue Text,I heard Linou express clear Republican sympathies.,我听见利努明确流露出共和派的同情。
dialogue|155|140|Dialogue Text,His bellows are lost in thunder. The windows stay closed. The streets stay empty.,他的吼声被雷鸣吞没。窗户紧闭，街道依旧空无一人。
dialogue|155|141|Dialogue Text,"Léon knows the streets, and I don't. But I'm still faster. ",莱昂认得这些街巷，我不认得。但我依然更快。
dialogue|155|142|Dialogue Text,"But once, whispers the coming night, you were too slow.",可将至的夜低声提醒：曾经有一次，你太慢了。
dialogue|155|143|Dialogue Text,[Léon is far behind.],[莱昂已经远远落在后面。]
dialogue|155|144|Dialogue Text,"[Out through the rain-curtain, into bright sunlight.]",[冲出雨幕，闯进明亮的阳光。]
dialogue|155|145|Dialogue Text,"[Run on, slowing now.]",[继续跑，渐渐放慢脚步。]
dialogue|155|147|Dialogue Text,I'm watching you.,我盯着你呢。
dialogue|155|148|Dialogue Text,Out of the square; down a narrow street to the back of a hulking building.,冲出广场；沿一条窄街跑到一栋庞然大楼的背后。
dialogue|155|149|Dialogue Text,Enter.,进去。
dialogue|155|14|Dialogue Text,I'm looking for someone. A woman.,我在找一个人。一个女人。
dialogue|155|150|Dialogue Text,[Pass through the door.],[穿门而过。]
dialogue|155|151|Dialogue Text,"[Feint, then bolt.]",[虚晃一下，然后拔腿就跑。]
dialogue|155|152|Dialogue Text,Léon unlocks a grilled door and gestures.,莱昂打开一扇带铁栅的门，做了个手势。
dialogue|155|153|Dialogue Text,"Here's a mean little door, badly painted in distemper-yellow.",这里有一扇寒酸的小门，刷着劣质的灰泥黄漆。
dialogue|155|154|Dialogue Text,In here!,进来！
dialogue|155|155|Dialogue Text,"Through the door into a concrete corridor lined with ratty carpet and lit by a single bulb. Far off, an electric bell rings twice.",穿过门，是一条混凝土走廊，铺着破旧地毯，只靠一只灯泡照明。远处，一只电铃响了两声。
dialogue|155|156|Dialogue Text,[Into the room. The cell?],[走进房间。牢房？]
dialogue|155|157|Dialogue Text,"Not a cell. But not a hotel room. Windowless, with stacked chairs, stacked crates, a stack of yellowing newspapers on a tilted tabletop.",不是牢房。可也不像旅馆客房。没有窗，椅子摞着椅子，木箱叠着木箱，一摞发黄的报纸斜堆在桌面上。
dialogue|155|158|Dialogue Text,My colleagues and I - we will teach you <i>respect</i>.,我和同僚们——会教会你什么叫<i>尊重</i>。
dialogue|155|159|Dialogue Text,"Rattling his keys with ceremonious delight, Léon locks the door behind me.",莱昂郑重其事、喜气洋洋地晃着钥匙，把我锁在门后。
dialogue|155|15|Dialogue Text,Absolutely!,当然!
dialogue|155|160|Dialogue Text,[Listen to his footsteps retreat down the corridor.],[听着他的脚步沿走廊远去。]
dialogue|155|161|Dialogue Text,Near-silence. A burst of incoherent yelling from somewhere upstairs.,几乎一片寂静。楼上某处忽然爆出一阵听不清内容的叫喊。
dialogue|155|162|Dialogue Text,[Wait.],[等候。]
dialogue|155|163|Dialogue Text,[Whistle jauntily.],[轻快地吹口哨。]
dialogue|155|164|Dialogue Text,[Open the door and step out.],[打开门，走出去。]
dialogue|155|165|Dialogue Text,The light-bulb fizzes faintly. Léon is definitely gone.,灯泡发出轻微的滋滋声。莱昂肯定已经走了。
dialogue|155|166|Dialogue Text,"In this place, the sound is flat as stale water.",这个地方的声音扁平得像一潭馊水。
dialogue|155|167|Dialogue Text,The door swings open. No-one in the corridor.,门摆开了。走廊里没人。
dialogue|155|168|Dialogue Text,'Land of Hope and Glory.',《希望与荣光之地》。
dialogue|155|169|Dialogue Text,'Daphne.',《达芙妮》。
dialogue|155|16|Dialogue Text,"Not such a bad chap, that Darlan.",达尔朗这人其实没那么坏。
dialogue|155|170|Menu Text,"Try to lock <i>me</i> in, will you? Cretins.",想把<i>我</i>锁起来？蠢货。
dialogue|155|171|Dialogue Text,[Out into the street.],[走到街上。]
dialogue|155|175|Dialogue Text,"Léon shakes his head vaguely. He tilts his head as if he can hear martial music. Above, the flag snaps in the rising wind.",莱昂茫然地摇了摇头。他歪过脑袋，像是听见了军乐。头顶上，旗帜在渐强的风里猎猎作响。
dialogue|155|176|Dialogue Text,Desist!,住手！
dialogue|155|177|Dialogue Text,The rain has drowned the joy of it. Or perhaps Léon just has no imagination at all.,雨水把其中的喜悦全浇没了。也可能莱昂根本毫无想象力。
dialogue|155|178|Dialogue Text,Glory...,荣光……
dialogue|155|179|Dialogue Text,"Perhaps he's weeping. With the rain, it's difficult to be sure.",也许他在哭。雨这么大，很难分辨。
dialogue|155|180|Dialogue Text,What... what was I saying?,我……我刚才说到哪了？
dialogue|155|182|Dialogue Text,I suppose then you must be a man of means - a respectable man. You may bring me your papers later.,那我想，您一定是位有财力的体面人。以后再把证件拿给我看就行。
dialogue|155|183|Dialogue Text,My honour is not negotiable!,我的荣誉不容收买！
dialogue|155|185|Dialogue Text,Hmmf. ,哼。
dialogue|155|186|Dialogue Text,Bah. Bah! Did you think to frighten the Milice?,呸。呸！你以为能吓住法国民兵？
dialogue|155|187|Dialogue Text,(Ididn'twanttoseeyourpapersanyway.),（反正我也不想看你的证件。）
dialogue|155|188|Dialogue Text,Nothing. Good day.,没什么。日安。
dialogue|155|189|Dialogue Text,Invariably. On this side of town.,一向如此。城这一边总下。
dialogue|155|190|Dialogue Text,And on the other side of town?,那城的另一边呢？
dialogue|155|191|Dialogue Text,[Insincere] And you out here on duty? I'm sorry.,[假惺惺] 你还得在这种天气里执勤？真遗憾。
dialogue|155|192|Dialogue Text,[Sincere] And you out here on duty? I'm sorry.,[真诚] 你还得在这种天气里执勤？真遗憾。
dialogue|155|193|Dialogue Text,"Invariably, it does not rain.",一向不下。
dialogue|155|194|Dialogue Text,It is nothing.,没什么。
dialogue|155|195|Dialogue Text,"If I hear anything, I'll let you know.",要是听到什么，我会告诉你。
dialogue|155|196|Dialogue Text,Good.,好。
dialogue|155|197|Dialogue Text,If I bring you this kind of information... will you help me find [[Nina Lagasse]]? ,如果我给你带来这类情报……你会帮我找到[[尼娜·拉加斯]]吗？
dialogue|155|198|Dialogue Text,Most certainly. The State rewards loyalty.,当然。邦国会奖励忠诚。
dialogue|155|19|Dialogue Text,Milicien Léon. State your name.,民兵莱昂。报上姓名。
dialogue|155|1|Dialogue Text,A young man blinks resentfully through the curtain of rain running off his cap.,"一个年轻人,从帽檐淌下的雨帘后,满腹怨气地眨着眼。"
dialogue|155|203|Dialogue Text,[Put as much distance between me and the Milice place as quickly as possible.],[尽快离法国民兵的据点越远越好。]
dialogue|155|204|Dialogue Text,"[Keep my movements slow, moving out of town into the quieter areas of the Cap d'Antibes.]",[放慢动作，离开城区，走向昂蒂布海岬较为幽静的地带。]
dialogue|155|205|Dialogue Text,"[Through glistening streets, beneath blinded windows, past scar and wailing stone, and into the sun on the other side of town.]",[走过泛光的街道，经过闭目般的窗户、伤疤与哀鸣的石头，最终从城市另一头走进阳光。]
dialogue|155|206|Dialogue Text,"[Move on, up the leaf-dappled slope between stately trees, to a pair of iron gates.]",[继续前行，沿庄严树木之间那条洒着叶影的坡道向上，来到一对铁门前。]
dialogue|155|207|Dialogue Text,"[On the wall beside the gate, a white bird sits: an albino crow? It cocks its head at me and blinks a gem-black eye.]",[大门旁的墙上停着一只白鸟：白化乌鸦？它歪头看我，宝石般漆黑的眼睛眨了一下。]
dialogue|155|208|Dialogue Text,"It launches itself into the air, and flaps off in the direction of the building behind the gates.",它振翅飞起，朝铁门后方的建筑飞去。
dialogue|155|209|Dialogue Text,"'In the name of the [[Beach-Crow]], who opens the earth, who sees what is lost...'",“以[[滩鸦]]之名——祂开启大地，祂看见失落之物……”
dialogue|155|20|Dialogue Text,Spencer Hobson.,斯宾塞·霍布森。
dialogue|155|210|Dialogue Text,"[Follow Léon, cheerfully.]",[兴高采烈地跟着莱昂走。]
dialogue|155|211|Dialogue Text,"'In the name of the [[Ivory Dove]], who cannot be deceived, who calls each of the Dead by name...'",“以[[骨白鸽]]之名——祂不受欺瞒，祂逐一唤出每一位死者之名……”
dialogue|155|212|Dialogue Text,Well... I know an omen when I see one.,嗯……看见预兆的时候，我总认得出来。
dialogue|155|213|Dialogue Text,[Nod knowingly.],[心照不宣地点头。]
dialogue|155|214|Dialogue Text,Nina... is she here?,尼娜……她在这里吗？
dialogue|155|215|Dialogue Text,[Let's find out.],[去弄清楚。]
dialogue|155|216|Dialogue Text,"Thank you, Milicien. But I just want to be close to you. [Simper.]",谢谢你，民兵先生。不过我只是想靠你近一点。[娇笑。]
dialogue|155|217|Dialogue Text,Enough!,够了！
dialogue|155|218|Dialogue Text,Hm... so here we are at the heart of the matter.,嗯……这就说到问题的核心了。
dialogue|155|219|Dialogue Text,[Reply frivolously.],[轻佻地回答。]
dialogue|155|21|Dialogue Text,Sylvain Huissier.,西尔万·韦西耶。
dialogue|155|220|Dialogue Text,"An aristocratic name. In fact, 'François' is the Admiral's first name. ",一个贵族气的名字。事实上，“弗朗索瓦”正是那位海军上将的名字。
dialogue|155|222|Dialogue Text,[Consider my papers - what do I have?],[想想我的证件——手头有什么？]
dialogue|155|223|Dialogue Text,[I have no papers I'm willing to show the milicien.],[我没有愿意给这个民兵看的证件。]
dialogue|155|224|Dialogue Text,"Apparently, the matter of my papers has been forgotten.",看来，我证件的问题已经被忘掉了。
dialogue|155|225|Dialogue Text,In the name of the State! Stop!,以邦国之名！站住！
dialogue|155|226|Dialogue Text,"[Stop. Raise my hands and smile disarmingly.] Well, for the <i>State</i>...",[停下。举起双手，露出讨好的笑容。] 好吧，既然是为了<i>邦国</i>……
dialogue|155|227|Dialogue Text,"Léon seizes my arm, glaring, to drag me back the other way.",莱昂瞪着我，一把抓住我的胳膊，要把我往回拖。
dialogue|155|228|Dialogue Text,[Keep running.],[继续跑。]
dialogue|155|229|Dialogue Text,"[Saunter towards the building, whistling 'Land of Hope and Glory'.]",[悠闲地朝大楼走去，嘴里吹着《希望与荣光之地》。]
dialogue|155|22|Dialogue Text,[Invent a name.],[编一个名字。]
dialogue|155|230|Dialogue Text,"[Saunter towards the building, whistling 'Daphne'.]",[悠闲地朝大楼走去，嘴里吹着《达芙妮》。]
dialogue|155|232|Dialogue Text,[TEST] Straight to Sanitarium,[测试] 直接前往疗养院
